project_id;id;priority;status;short_desc;type;Reliability;Maintainability;Usability;Portability;Security;Performance;Other
DERBY_PROJECT-185;DERBY-5839;Major;Closed;dblook run on toursdb fails on triggers with java.lang.StringIndexOutOfBoundsException in dblook.log;FR;0;0;0;0;0;0;1
DERBY_PROJECT-186;DERBY-3909;Major;Closed;Race condition in NetXAResource.removeXaresFromSameRMchain();Reliability;1;0;0;0;0;0;0
DERBY_PROJECT-187;DERBY-2526;Major;Closed;Wrong results with queries that use the JOIN ... ON syntax to join with views or other non-base table expressions.;FR;0;0;0;0;0;0;1
DERBY_PROJECT-188;DERBY-4307;Minor;Closed;testRunTests in RuntimeinfoTest fails periodically with Assertion failure checking output;FR;0;0;0;0;0;0;1
DERBY_PROJECT-189;DERBY-6196;Minor;Closed;ArrayIndexOutOfBoundsException in SURQueryMixTest;FR;0;0;0;0;0;0;1
DERBY_PROJECT-190;DERBY-2839;Blocker;Closed;initial problems with the 10.3.1.0 beta candidate;FR;0;0;0;0;0;0;1
DERBY_PROJECT-191;DERBY-4997;Minor;Closed;SysinfoTest  version output filtering is fragile with new java versions;FR;0;0;0;0;0;0;1
DERBY_PROJECT-192;DERBY-2777;Major;Closed;Parameters should take their collation from the context in which they are getting used rather than the current compilation schema;FR;0;0;0;0;0;0;1
DERBY_PROJECT-193;DERBY-5553;Major;Closed;System property for client tracing -Dderby.client.traceDirectory does not work with XADataSource;FR;0;0;0;0;0;0;1
DERBY_PROJECT-194;DERBY-6457;Major;Closed;NetworkServerControl API breaks when username or password contains non-ascii characters;FR;0;0;0;0;0;0;1
DERBY_PROJECT-195;DERBY-3306;Minor;Closed;jdbc4.StatementEventsTest cannot be run individually in a clean environment;FR;0;0;0;0;0;0;1
DERBY_PROJECT-196;DERBY-627;Minor;Closed;Documentation needs to be updated with correct return type for COUNT functions;Usability;0;0;1;0;0;0;0
DERBY_PROJECT-197;DERBY-2391;Minor;Closed;Derby and standards section of Developers Guide needs reorganization;Maintainability;0;0;1;0;0;0;0
DERBY_PROJECT-198;DERBY-2892;Critical;Closed;Closing a resultset after retrieving a large > 32665 bytes value with Network Server does not release locks;FR;0;0;0;0;0;0;1
DERBY_PROJECT-199;DERBY-544;Trivial;Closed;Admin guide has wrong value for constant TRACE_RESULT_SET_CALLS;FR;0;0;0;0;0;0;1
DERBY_PROJECT-200;DERBY-4069;Major;Closed;Wrong behavior when ROW_NUMBER is combined with ORDER BY;FR;0;0;0;0;0;0;1
DERBY_PROJECT-201;DERBY-4475;Trivial;Closed;[patch] roleName isnt trimmed as expected;FR;0;0;0;0;0;0;1
DERBY_PROJECT-202;DERBY-3875;Major;Closed;Derby cannot replace a database after encountering corruption;FR;0;0;0;0;0;0;1
DERBY_PROJECT-203;DERBY-1298;Minor;Closed;Tracing client data source gives NPE if all data source properties are not set;FR;0;0;0;0;0;0;1
DERBY_PROJECT-204;DERBY-3220;Minor;Closed;<transition table or variable list> (ReferencingClause) in CREATE TRIGGER statement not SQL compliant;FR;0;0;0;0;0;0;1
DERBY_PROJECT-205;DERBY-6160;Major;Closed;Fixes needed to documentation topics on security policy permissions;Usability;0;0;1;0;1;0;0
DERBY_PROJECT-206;DERBY-3844;Major;Closed;ASSERT failure in BasePage.unlatch() when running LobStreamsTest;FR;0;0;0;0;0;0;1
DERBY_PROJECT-207;DERBY-535;Major;Closed;Driver.acceptsURL() for embedded driver incorrectly returns true for a client url like jdbc:derby://;FR;0;0;0;0;0;0;1
DERBY_PROJECT-208;DERBY-5233;Major;Closed;Interrupt of create table or index (i.e. a container) will throw XSDF1 under NIO - connection survives;FR;0;0;0;0;0;0;1
DERBY_PROJECT-209;DERBY-5198;Minor;Closed;XPLAIN table documentation needs some cleanup;FR;0;0;0;0;0;0;1
DERBY_PROJECT-210;DERBY-3084;Major;Closed;CREATE SCHEMA in refman does not contain material on restrictions in sqlAuthorization mode;FR;0;0;0;0;1;0;1
DERBY_PROJECT-211;DERBY-790;Major;Closed;SQLException used by the networked interface to Derby is not serializable;FR;0;0;0;0;0;0;1
DERBY_PROJECT-212;DERBY-1024;Minor;Closed;Clients XAResource.start throws XAException with XAER_RMFAIL when local transaction is active;FR;0;0;0;0;0;0;1
DERBY_PROJECT-213;DERBY-1500;Major;Closed;PreparedStatement#setObject(int parameterIndex  Object x) throws SQL Exception when binding Short value in embedded mode;FR;0;0;0;0;0;0;1
DERBY_PROJECT-214;DERBY-4741;Major;Closed;Make embedded Derby work reliably in the presence of thread interrupts;FR;0;0;0;1;0;0;1
DERBY_PROJECT-215;DERBY-2809;Major;Closed;Expressions with a parameter can be assigned the incorrect type;FR;0;0;0;0;0;0;1
DERBY_PROJECT-216;DERBY-1493;Major;Closed;EmbeddedDriver does not implement PreparedStatement.setNull(int  int  String);FR;0;0;0;0;0;0;1
DERBY_PROJECT-217;DERBY-4979;Trivial;Closed;build.properties in plugins/eclipse/org.apache.derby.ui refers to non-existent file install_plugin.html;FR;0;0;0;0;0;0;1
DERBY_PROJECT-218;DERBY-3038;Critical;Closed;SYSCS_IMPORT_TABLE FAILS  with No current connection after shutdown/reconnect to encrypted database : 10.3.1.4 regression ;FR;0;0;0;0;0;0;1
DERBY_PROJECT-219;DERBY-2605;Major;Closed;You can create BOOLEAN columns in 10.3;FR;0;0;0;0;0;0;1
DERBY_PROJECT-220;DERBY-1728;Minor;Closed;Test  derbynetmats/testSecMec fails with message: security mechanism 8 not supported;FR;0;0;0;0;1;0;1
DERBY_PROJECT-221;DERBY-3879;Minor;Closed;Getting Started Guide has typo and version problems;Other;0;0;0;0;0;0;1
DERBY_PROJECT-222;DERBY-2924;Blocker;Closed;Manual copyright topics need to be updated to current year;Usability;0;0;1;0;0;0;0
DERBY_PROJECT-223;DERBY-6342;Major;Closed;failure in testConstraintDrops(org.apache.derbyTesting.functionTests.lang.ConglomerateSharingTest)junit.framework.AssertionFailedError: Error 23505 should have been caused by index/constraint...;FR;0;0;0;0;0;0;1
DERBY_PROJECT-224;DERBY-3542;Trivial;Closed;New ROW_NUMBER function topic needs a few minor fixes;Maintainability;0;0;0;0;0;0;1
DERBY_PROJECT-225;DERBY-741;Minor;Closed;row estimates from btree code can sometimes return more row than exist in table;Reliability;1;0;0;0;0;0;1
DERBY_PROJECT-226;DERBY-4388;Major;Closed;NullPointerException in RIGHT JOIN with NOT BETWEEN;FR;0;0;0;0;0;0;1
DERBY_PROJECT-227;DERBY-4835;Major;Closed;Trigger plan does not recompile with upgrade from 10.5.3.0 to 10.6.1.0 causing  java.lang.NoSuchMethodError;FR;0;0;0;0;0;0;1
DERBY_PROJECT-228;DERBY-6612;Minor;Closed;Add code to harness tests to allow running under JDK9 VMs.;Portability;0;0;0;1;0;0;1
DERBY_PROJECT-229;DERBY-1170;Major;Closed;No licence reference found on web-site;FR;0;0;1;0;0;0;0
DERBY_PROJECT-230;DERBY-6064;Major;Closed;Failures in upgradeTests.Changes10_9 related to index cardinality statistics;FR;0;0;0;0;0;0;1
DERBY_PROJECT-231;DERBY-1054;Major;Closed;Starting Derby with the NetServlet inside of tomcat does not allow binding to non localhost interface.;FR;0;0;0;0;0;0;1
DERBY_PROJECT-232;DERBY-5502;Major;Closed;RestrictiveFilePermissionsTest and RecoveryTest fail with file permission errors on the OpenJDK 7 preview for Mac OS X;Security;0;0;0;0;1;0;0
DERBY_PROJECT-233;DERBY-2163;Major;Closed;Localization jar files incorrectly contain a service extension entry for java.sql.Driver;FR;0;0;0;0;0;0;1
DERBY_PROJECT-234;DERBY-496;Major;Closed;unit test org.apache.derbyTesting.unitTests.services.T_Diagnosticable was failed;FR;0;0;0;0;0;0;1
DERBY_PROJECT-235;DERBY-1427;Minor;Closed;sysinfo does not write Java SE and JDBC version when running under JDK 1.6;Portability;0;0;0;1;0;0;0
DERBY_PROJECT-236;DERBY-4531;Minor;Closed;Client setCharacterStream closes its Reader argument stream in finalizer;FR;0;0;0;0;0;0;1
DERBY_PROJECT-237;DERBY-5823;Minor;Closed;Multi-row insert fails on table without generated keys with RETURN_GENERATED_KEYS;FR;0;0;0;0;0;0;1
DERBY_PROJECT-238;DERBY-4126;Major;Closed;You cant invoke a table function which is stored in a jar file inside the database;FR;0;0;0;0;0;0;1
DERBY_PROJECT-239;DERBY-5605;Minor;Closed;Calling Blob/Clob free() explicitly after implicit free throws exception in client driver;FR;0;0;0;0;0;0;1
DERBY_PROJECT-240;DERBY-2296;Major;Closed;getProperties method deprecated on ClientDataSource;FR;0;0;0;0;0;0;1
DERBY_PROJECT-241;DERBY-2715;Minor;Closed;AssertionFailedError in LobStreamsTest and ClobUpdateableReaderTest on WinXP  Win2003;Portability;0;0;0;1;0;0;0
DERBY_PROJECT-242;DERBY-3807;Trivial;Closed;traces of removed ij functionality of ij.unicodeEscape should be removed;FR;0;0;0;0;0;1;1
DERBY_PROJECT-243;DERBY-158;Minor;Closed;PRIMARY KEY does not imply NOT NULL;FR;0;0;0;0;0;0;1
DERBY_PROJECT-244;DERBY-6762;Major;Closed;Missing method error in CaseExpressionTest;FR;0;0;0;0;0;0;1
DERBY_PROJECT-245;DERBY-614;Major;Closed;Execution failed because of a Distributed Protocol Error;FR;0;0;0;0;0;0;1
DERBY_PROJECT-246;DERBY-5036;Minor;Closed;[patch] fix impossible comparison due to sign extension;FR;0;0;0;0;0;0;1
DERBY_PROJECT-247;DERBY-3109;Major;Closed;Nonexistent property derby.database.defaultAccessMode shown in Developers Guide: User Authentication examples;Usability;0;0;1;0;0;0;0
DERBY_PROJECT-248;DERBY-6869;Major;Closed;XMLXXETest fails in non-English locales;FR;0;0;0;0;0;0;1
DERBY_PROJECT-249;DERBY-3931;Major;Closed;GeneratedColumnsTest fails with F_MINUS is not recognized as a function or procedure. on cvm/phoneME;Portability;0;0;0;1;0;0;0
DERBY_PROJECT-250;DERBY-4911;Major;Closed;restoreIntrFlagIfSeen may throw ShutdownException causing confusing console stack trace at server shutdown;FR;0;0;0;0;0;0;1
DERBY_PROJECT-251;DERBY-1277;Major;Closed;Call to rs.isLast() may cause rs.getXXX() return values from the last row instead of the current row in scrollable resultsets;FR;0;0;0;0;0;0;1
DERBY_PROJECT-252;DERBY-4501;Minor;Closed;CLASSPATH scripts do not work as defined in Getting Started in Derby Guide;FR;0;0;0;0;0;0;1
DERBY_PROJECT-253;DERBY-3412;Major;Closed;junit regression test failure on j2me  in testForwardOnlyNegative(org.apache.derbyTesting.functionTests.tests.lang.ScrollCursors2Test junit.framework.AssertionFailedError;FR;0;0;0;0;0;0;1
DERBY_PROJECT-254;DERBY-4856;Minor;Closed;Add thread dump information when derby crash;FR;0;0;0;0;0;0;1
DERBY_PROJECT-255;DERBY-1856;Major;Closed;Multiple communication failures when starting server with derby.drda.timeSlice;FR;0;0;0;0;0;0;1
DERBY_PROJECT-256;DERBY-1177;Minor;Closed;updateObject with null as argument causes network driver to fail with NullPointerException;FR;0;0;0;0;0;0;1
DERBY_PROJECT-257;DERBY-1686;Major;Closed;Grant/Revoke: Attempt to GRANT access to another user on a VIEW  created by the current user with only SELECT privilege on the base table does not fail;Security;0;0;1;0;1;0;0
DERBY_PROJECT-258;DERBY-1850;Major;Closed;Test  jdbcapi/SURTest_ij.sql fails on  IBM WCTME 5.7 Foundation (jdkJ2ME Foundation Specification v1.0);Portability;0;0;0;1;0;0;0
DERBY_PROJECT-259;DERBY-3253;Major;Closed;NullPointer Exception (NPE) from query with IN predicate containing two values and joining a view with a large table.  ERROR 38000: The exception java.lang.NullPointerException was thrown while evaluating an expression.;FR;0;0;0;0;0;0;1
DERBY_PROJECT-260;DERBY-3404;Minor;Closed;EmbedResultSet.getString() returns wrong value after auto-commit with CLOSE_CURSORS_AT_COMMIT;FR;0;0;0;0;0;0;1
DERBY_PROJECT-261;DERBY-331;Minor;Closed;create table fails when a constraint defintion follows a column default;FR;0;0;0;0;0;0;1
DERBY_PROJECT-262;DERBY-6268;Major;Closed;Run-time statistics not collected if query contains always false predicate;FR;0;0;0;0;0;0;1
DERBY_PROJECT-263;DERBY-4386;Trivial;Closed;JavaDoc warnings in several classes in impl/sql/execute/rts;FR;0;0;0;0;0;0;1
DERBY_PROJECT-264;DERBY-558;Major;Closed;Optimizer hangs;FR;0;0;0;0;0;0;1
DERBY_PROJECT-265;DERBY-121;Minor;Closed;Network Server reading blob/clob data size;FR;0;0;0;1;0;0;0
DERBY_PROJECT-266;DERBY-2684;Major;Closed;NSinSameJVM regression test failure  > FAIL: Should have gotten exception;FR;0;0;0;0;0;0;1
DERBY_PROJECT-267;DERBY-5212;Minor;Closed;Reference Manual: language on authentication/authorization needs changes for several URL attribute topics;Usability;0;0;1;0;0;0;0
DERBY_PROJECT-268;DERBY-5258;Major;Closed;btree post commit releases latch before committing/aborting purges  possibly allowing other operation on page;FR;0;0;0;0;0;0;1
DERBY_PROJECT-269;DERBY-4097;Minor;Closed;testMixedInsertDelete(org.apache.derbyTesting.functionTests.tests.lang.NullableUniqueConstraintTest)org.apache.derby.client.am.BatchUpdateException;FR;0;0;0;0;0;0;1
DERBY_PROJECT-270;DERBY-5979;Major;Closed;ant release target creates a release.properties that has conflicting line endings so automatic checkin fails;FR;0;0;0;0;0;0;1
DERBY_PROJECT-271;DERBY-4028;Major;Closed;two rows can be inserted with the same value in a column that a unique constraint on that column should prevent;FR;0;0;0;0;0;0;1
DERBY_PROJECT-272;DERBY-6047;Major;Closed;NPE in StaticCallMethod#coerceMethodParameter with a constant argument to INOUT parameter;FR;0;0;0;0;0;1;1
DERBY_PROJECT-273;DERBY-1379;Minor;Closed;NIST tests fail on jdk16 after introduction of JDBC4 driver autoloading;Portability;0;0;0;1;0;0;0
DERBY_PROJECT-274;DERBY-6671;Blocker;Closed;ERROR XSLA7: Cannot redo operation null in the log.;FR;0;0;0;0;0;0;1
DERBY_PROJECT-275;DERBY-4667;Major;Closed;BootLockTest.testBootLock()  sometimes fails with connection refused.;FR;1;0;0;0;0;0;1
DERBY_PROJECT-276;DERBY-1322;Minor;Closed;Missing resets of isOnInsertRow state in net client when navigating away via other than ResultSet#next;FR;0;0;0;0;0;0;1
DERBY_PROJECT-277;DERBY-5345;Major;Closed;URLCheck fails on phoneME;Portability;0;0;0;1;0;0;0
DERBY_PROJECT-278;DERBY-1843;Major;Closed;new dblook.bat does not pass on arguments;FR;0;0;0;0;0;0;1
DERBY_PROJECT-279;DERBY-4944;Minor;Closed;Embedded Derby does not start when derby.jar is dynamically uploaded / added to the classpath;FR;0;0;0;0;0;0;1
DERBY_PROJECT-280;DERBY-3634;Major;Closed;Cannot use row_number() in ORDER BY clause;FR;0;0;0;0;0;0;1
DERBY_PROJECT-281;DERBY-344;Major;Closed;NPE while performing a select distinct  on a database in softupgrademode with 10.1;FR;0;0;0;0;0;0;1
DERBY_PROJECT-282;DERBY-965;Minor;Closed;DatabaseMetadata method supportsResultSetConcurrency returns wrong result on network client;FR;0;0;0;0;0;0;1
DERBY_PROJECT-283;DERBY-4277;Minor;Closed;ReplicationRun_Local and ReplicationRun_Local_StateTest_part1 failed after testing fix of 4268;FR;0;0;0;0;0;0;1
DERBY_PROJECT-284;DERBY-5454;Major;Closed;ERROR 40001 deadlock in nstest on select max(serialkey);Performance;0;0;0;1;0;1;0
DERBY_PROJECT-285;DERBY-882;Major;Closed;Increasing size of varchar type using ALTER TABLE can implicitly change the column from NOT NULL to NULLable.;FR;0;0;0;0;0;0;1
DERBY_PROJECT-286;DERBY-180;Minor;Closed;XCL47 SQLState duplicated in messages_en.properties?;FR;0;0;0;0;0;0;1
DERBY_PROJECT-287;DERBY-5696;Major;Closed;Documentation on LOBs needs some fixes;FR;0;0;0;0;0;0;1
DERBY_PROJECT-288;DERBY-4284;Major;Closed;All Columns become Nullable when Using left join;FR;0;0;0;0;0;0;1
DERBY_PROJECT-289;DERBY-4564;Minor;Closed;Replication tests do not pick up derby.tests.networkServerStartTimeout setting;FR;0;0;0;0;0;0;1
DERBY_PROJECT-290;DERBY-2062;Major;Closed;Need to filter out this line from the output with jcc 2.6.90. DB2ConnectionCorrelator: NF000001.GDBA.010EB568BF46;FR;0;0;0;0;0;0;1
DERBY_PROJECT-291;DERBY-4411;Major;Closed;Scalar subquery erroneously rejected for not returning exactly one row;FR;0;0;0;0;0;0;1
DERBY_PROJECT-292;DERBY-620;Minor;Closed;BUILDING.txt section 3.2(1): Instructions for finding user home directory are not reliable;Reliability;1;0;0;0;0;0;0
DERBY_PROJECT-293;DERBY-1975;Major;Closed;SQLAuthorizationPropTest cannot be run twice against the same database.;FR;0;0;0;0;0;0;1
DERBY_PROJECT-294;DERBY-58;Major;Closed;dblook options doco incorrect;FR;0;0;0;0;0;0;1
DERBY_PROJECT-295;DERBY-798;Major;Closed;NullPointerException booting if loaded by the bootstrap class loader and JVM returns null for bootstrap loader.;FR;0;0;0;0;0;0;1
DERBY_PROJECT-296;DERBY-5022;Minor;Closed;[patch] override equals correctly;FR;0;0;0;0;0;0;1
DERBY_PROJECT-297;DERBY-3166;Major;Closed;Update docs to address code improvments to LIKE (see Derby-2967);Usability;0;0;1;0;0;0;0
DERBY_PROJECT-298;DERBY-1621;Critical;Closed;Trigger action statement is not recompile when there is a change that would affect it.;FR;0;0;0;0;0;0;1
DERBY_PROJECT-299;DERBY-5998;Minor;Closed;Replication tests fail on CDC platforms without optional JSSE package;FR;0;0;0;0;0;0;1
DERBY_PROJECT-300;DERBY-4974;Major;Closed;InterruptResilienceTest fails on Solaris with Sun VMs prior to 1.6;Portability;0;0;0;1;0;0;0
DERBY_PROJECT-301;DERBY-1645;Major;Closed;ALTER TABLE ... SET INCREMENT BY X... Turns off the Generated By Default identity column constraint;FR;0;0;0;0;0;0;1
DERBY_PROJECT-302;DERBY-606;Major;Closed;SYSCS_UTIL.SYSCS_INPLACE_COMPRESS_TABLE fails on (very) large tables;FR;0;0;0;0;0;0;1
DERBY_PROJECT-303;DERBY-744;Minor;Closed;Problem setting sanity state to false by using ant -Dsane=false;FR;0;0;0;0;0;0;1
DERBY_PROJECT-304;DERBY-4910;Major;Closed;Four replication tests fail on z/OS with junit.framework.AssertionFailedError: startMaster did not succeed.     ;FR;0;0;0;0;0;0;1
DERBY_PROJECT-305;DERBY-7;Minor;Closed;Bug in NULLIF Function;FR;0;0;0;0;0;0;1
DERBY_PROJECT-306;DERBY-1410;Major;Closed;SQL State DATA_SQLDATA_READ_ILLEGAL_ACCESS_EXCEPTION does not have a matching message;FR;0;0;0;0;0;0;1
DERBY_PROJECT-307;DERBY-2124;Minor;Closed;Incorrect method name in error message for Connection.setTransactionIsolation method;FR;0;0;0;0;0;0;1
DERBY_PROJECT-308;DERBY-3517;Major;Closed;testReplication_Local(org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local)java.lang.StringIndexOutOfBoundsException;FR;0;0;0;0;0;0;1
DERBY_PROJECT-309;DERBY-4229;Major;Closed;encryptionKeyLength connection attribute should be documented;Usability;0;0;1;0;0;0;0
DERBY_PROJECT-310;DERBY-1476;Minor;Closed;PreparedStatement.setNull(int int) should throw SQLFeatureNotSupportedException for unsupported types;FR;0;0;0;0;0;0;1
DERBY_PROJECT-311;DERBY-2595;Major;Closed;junit tests uses getExportedKeys with table name null;FR;0;0;0;0;0;0;1
DERBY_PROJECT-312;DERBY-3226;Minor;Closed;BlobLocatorInputStream.read() and ClobLocatorInputStream.read() dont mask out sign bits;FR;0;0;0;0;0;0;1
DERBY_PROJECT-313;DERBY-1470;Minor;Closed;Correct instructions in demo html file demo\simple\example.html;Usability;0;0;1;0;0;0;0
DERBY_PROJECT-314;DERBY-6090;Major;Closed;Package javadoc publishedapi/jdbc4/index.html out of date;Usability;0;0;1;0;0;0;0
DERBY_PROJECT-315;DERBY-1891;Minor;Closed;error 58009.C.19  refers to non-existent codepoint secktn - needs correcting;FR;0;0;0;0;0;0;1
DERBY_PROJECT-316;DERBY-3852;Minor;Closed;J2EEDataSourceTest may ignore some failures;Reliability;1;0;0;0;0;0;1
DERBY_PROJECT-317;DERBY-1082;Major;Closed;The START and STOP scripts for Network Server in the frameworks bin directory fail if there is a space in the filepath of JAVA_HOME;FR;0;0;0;0;0;0;1
DERBY_PROJECT-318;DERBY-6098;Minor;Closed;Skip compatibility testing of old servers on compact profile 2;FR;0;0;0;0;0;0;1
